6,8,"保険料の納付",2,14:14:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:18:14,14:21:26,,,,,,,0,0,0,3,2,25,,,,,,,,,,,,1
20,3,"国民健康保険",3,12:01:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:01:31,12:04:39,,,,,,,0,0,0,2,0,19,,,,,,,,,,,,1
,52,"係員呼出",0,08:56:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
17,1,"証明書の交付",4,17:02:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:07:13,17:10:04,,,,,,,0,0,0,1,2,20,,,,,,,,,,,,1
11,2,"住所の変更",1,09:56:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:58:18,09:59:47,,,,,,,0,0,0,1,2,27,,,,,,,,,,,,1
19,2,"住所の変更",4,13:04:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:05:38,13:13:51,,,,,,,0,0,0,1,2,18,,,,,,,,,,,,1
13,1,"証明書の交付",1,08:33:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:35:15,08:39:18,,,,,,,0,0,0,3,2,21,,,,,,,,,,,,1
14,4,"マイナンバーカード",1,08:53:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:53:23,08:57:16,,,,,,,0,0,0,2,0,19,,,,,,,,,,,,1
,52,"係員呼出",0,09:19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
1,3,"国民健康保険",2,14:08:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:09:43,14:17:33,,,,,,,0,0,0,2,1,19,,,,,,,,,,,,1
12,5,"印鑑の登録",4,08:37:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:41:08,08:47:46,,,,,,,0,0,0,1,2,26,,,,,,,,,,,,1
9,1,"証明書の交付",1,09:32:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:34:40,09:43:57,,,,,,,0,0,0,1,2,17,,,,,,,,,,,,1
18,1,"証明書の交付",4,16:39:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:41:17,,,,,,,,0,0,0,3,1,19,,,,,,,,,,,,0
22,2,"住所の変更",3,08:34:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:37:12,08:42:50,,,,,,,0,0,0,3,2,18,,,,,,,,,,,,1
15,1,"証明書の交付",2,09:46:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:50:59,09:55:16,,,,,,,0,0,0,2,3,27,,,,,,,,,,,,1
3,2,"住所の変更",4,13:58:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:00:39,14:10:48,,,,,,,0,0,0,1,1,22,,,,,,,,,,,,1
24,1,"証明書の交付",3,12:02:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:07:48,12:12:45,,,,,,,0,0,0,4,2,25,,,,,,,,,,,,1
25,2,"住所の変更",2,13:26:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30:02,13:38:31,,,,,,,0,0,0,1,3,21,,,,,,,,,,,,1
10,1,"証明書の交付",3,09:45:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:45:25,09:51:40,,,,,,,0,0,0,1,2,17,,,,,,,,,,,,1
8,6,"戸籍の届出・車臨番",3,13:33:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:39:58,13:44:54,,,,,,,0,0,0,2,3,22,,,,,,,,,,,,1
7,4,"マイナンバーカード",3,13:36:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:36:39,13:45:37,,,,,,,0,0,0,2,0,19,,,,,,,,,,,,1
2,2,"住所の変更",4,09:09:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:13:09,09:17:41,,,,,,,0,0,0,1,3,28,,,,,,,,,,,,1
,50,"係員呼出",0,09:05:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
,60,"来店カウント",0,08:53:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
,60,"来店カウント",0,09:52:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
21,4,"マイナンバーカード",4,09:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:08:06,09:18:16,,,,,,,0,0,0,3,3,27,,,,,,,,,,,,1
16,1,"証明書の交付",1,09:55:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:56:53,10:00:20,,,,,,,0,0,0,1,1,23,,,,,,,,,,,,1
23,1,"証明書の交付",1,08:23:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:26:43,08:31:24,,,,,,,0,0,0,3,0,28,,,,,,,,,,,,1
4,1,"証明書の交付",1,12:56:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:58:08,13:02:18,,,,,,,0,0,0,4,1,22,,,,,,,,,,,,1
5,1,"証明書の交付",3,12:13:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:15:32,12:18:54,,,,,,,0,0,0,2,2,16,,,,,,,,,,,,1
