25,3,"国民健康保険",2,09:25:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30:33,09:30:33,09:30:33,,,,,,4,0,0,1,0,,,,,,,,,,,,,0
15,5,"印鑑の登録",2,10:35:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:39:59,10:44:20,,,,,,,0,0,0,1,3,24,,,,,,,,,,,,1
6,6,"戸籍の届出・車臨番",3,13:52:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:54:15,13:59:29,,,,,,,0,0,0,4,3,19,,,,,,,,,,,,1
2,3,"国民健康保険",2,11:55:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:56:01,12:07:59,,,,,,,0,0,0,2,3,20,,,,,,,,,,,,1
,60,"来店カウント",0,08:31:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
14,1,"証明書の交付",4,12:11:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:11:13,12:18:26,,,,,,,0,0,0,1,0,23,,,,,,,,,,,,1
12,5,"印鑑の登録",4,12:42:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47:31,12:50:51,,,,,,,0,0,0,2,2,21,,,,,,,,,,,,1
13,4,"マイナンバーカード",1,13:36:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:36:33,13:40:56,,,,,,,0,0,0,2,0,27,,,,,,,,,,,,1
18,4,"マイナンバーカード",1,09:50:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:54:29,10:00:37,,,,,,,0,0,0,4,3,20,,,,,,,,,,,,1
24,3,"国民健康保険",4,16:50:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:51:12,16:55:01,,,,,,,0,0,0,4,0,24,,,,,,,,,,,,1
,51,"係員呼出",0,13:53:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
,60,"来店カウント",0,09:40:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
21,3,"国民健康保険",1,14:58:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00:05,15:02:50,,,,,,,0,0,0,3,3,28,,,,,,,,,,,,1
10,1,"証明書の交付",2,14:09:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:10:57,14:14:30,,,,,,,0,0,0,2,1,20,,,,,,,,,,,,1
4,1,"証明書の交付",1,13:57:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:02:31,14:10:49,,,,,,,0,0,0,4,1,19,,,,,,,,,,,,1
11,3,"国民健康保険",4,13:50:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:55:06,14:01:54,,,,,,,0,0,0,3,1,18,,,,,,,,,,,,1
,50,"係員呼出",0,16:02:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
23,1,"証明書の交付",4,10:45:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:49:00,10:49:00,10:49:00,,,,,,4,0,0,3,0,,,,,,,,,,,,,0
3,5,"印鑑の登録",3,12:49:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:49:54,12:53:52,,,,,,,0,0,0,4,2,20,,,,,,,,,,,,1
19,1,"証明書の交付",2,13:46:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:46:16,13:49:38,,,,,,,0,0,0,4,3,19,,,,,,,,,,,,1
27,6,"戸籍の届出・車臨番",2,13:42:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:47:06,13:50:18,,,,,,,0,0,0,1,2,18,,,,,,,,,,,,1
22,3,"国民健康保険",2,08:36:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:37:04,08:45:00,,,,,,,0,0,0,4,3,18,,,,,,,,,,,,1
16,5,"印鑑の登録",1,17:24:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:26:34,,,,,,,,0,0,0,4,2,16,,,,,,,,,,,,0
5,4,"マイナンバーカード",3,13:08:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:09:26,13:09:26,13:09:26,,,,,,4,0,0,3,0,,,,,,,,,,,,,0
20,8,"保険料の納付",1,10:14:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:18:28,10:23:25,,,,,,,0,0,0,1,1,22,,,,,,,,,,,,1
,51,"係員呼出",0,09:49:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
26,1,"証明書の交付",1,13:01:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03:56,13:10:01,,,,,,,0,0,0,4,2,22,,,,,,,,,,,,1
17,5,"印鑑の登録",2,13:18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:23:31,13:28:26,,,,,,,0,0,0,4,2,26,,,,,,,,,,,,1
1,3,"国民健康保険",2,09:57:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:59:49,10:10:23,,,,,,,0,0,0,3,1,20,,,,,,,,,,,,1
9,3,"国民健康保険",4,08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00:06,08:02:15,,,,,,,0,0,0,4,2,17,,,,,,,,,,,,1
8,4,"マイナンバーカード",2,09:29:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:29:47,09:33:05,,,,,,,0,0,0,2,2,22,,,,,,,,,,,,1
7,6,"戸籍の届出・車臨番",2,14:59:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:02:30,15:04:20,,,,,,,0,0,0,1,2,22,,,,,,,,,,,,1
