4,1,"証明書の交付",4,13:00:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:01:38,13:07:18,,,,,,,0,0,0,1,1,22,,,,,,,,,,,,1
11,8,"保険料の納付",2,09:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:21:06,09:24:00,,,,,,,0,0,0,1,3,20,,,,,,,,,,,,1
15,5,"印鑑の登録",1,08:17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:21:28,08:29:27,,,,,,,0,0,0,1,0,23,,,,,,,,,,,,1
8,5,"印鑑の登録",2,08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:03:14,08:07:16,,,,,,,0,0,0,3,1,27,,,,,,,,,,,,1
9,1,"証明書の交付",2,14:16:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:19:58,14:21:43,,,,,,,0,0,0,4,0,26,,,,,,,,,,,,1
23,2,"住所の変更",1,08:21:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:23:50,08:27:31,,,,,,,0,0,0,2,1,17,,,,,,,,,,,,1
13,4,"マイナンバーカード",3,09:19:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20:38,09:27:27,,,,,,,0,0,0,3,3,26,,,,,,,,,,,,1
18,6,"戸籍の届出・車臨番",3,14:06:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:07:19,14:10:04,,,,,,,0,0,0,1,3,20,,,,,,,,,,,,1
,50,"係員呼出",0,10:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
6,1,"証明書の交付",4,13:46:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:48:11,13:51:33,,,,,,,0,0,0,3,1,21,,,,,,,,,,,,1
,52,"係員呼出",0,13:32:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
22,4,"マイナンバーカード",3,10:13:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:14:48,10:20:09,,,,,,,0,0,0,4,3,16,,,,,,,,,,,,1
10,6,"戸籍の届出・車臨番",3,09:43:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:43:56,09:50:48,,,,,,,0,0,0,2,3,26,,,,,,,,,,,,1
5,1,"証明書の交付",2,13:16:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:19:23,13:31:09,,,,,,,0,0,0,2,2,20,,,,,,,,,,,,1
17,4,"マイナンバーカード",1,08:57:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:59:50,09:06:58,,,,,,,0,0,0,4,2,23,,,,,,,,,,,,1
2,3,"国民健康保険",3,13:12:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:17:01,13:28:54,,,,,,,0,0,0,4,2,22,,,,,,,,,,,,1
,60,"来店カウント",0,13:14:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
,50,"係員呼出",0,10:00:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
,60,"来店カウント",0,08:34:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
14,2,"住所の変更",1,13:13:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:14:58,13:25:08,,,,,,,0,0,0,1,1,26,,,,,,,,,,,,1
12,1,"証明書の交付",3,12:13:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:18:17,12:22:36,,,,,,,0,0,0,3,2,21,,,,,,,,,,,,1
25,8,"保険料の納付",4,14:06:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:09:48,14:16:53,,,,,,,0,0,0,2,1,26,,,,,,,,,,,,1
24,3,"国民健康保険",3,09:03:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:04:37,09:07:45,,,,,,,0,0,0,3,2,27,,,,,,,,,,,,1
1,2,"住所の変更",1,12:11:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:12:36,12:19:11,,,,,,,0,0,0,3,3,26,,,,,,,,,,,,1
16,1,"証明書の交付",3,14:05:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:06:38,14:11:29,,,,,,,0,0,0,2,3,20,,,,,,,,,,,,1
21,1,"証明書の交付",3,14:00:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:03:32,14:11:39,,,,,,,0,0,0,1,2,26,,,,,,,,,,,,1
26,5,"印鑑の登録",4,13:17:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:20:18,13:28:50,,,,,,,0,0,0,1,0,18,,,,,,,,,,,,1
7,8,"保険料の納付",2,13:36:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:41:04,13:49:26,,,,,,,0,0,0,1,1,23,,,,,,,,,,,,1
