7,7,"国民年金",4,11:50:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:53:29,11:57:48,,,,,,,0,0,0,4,1,17,,,,,,,,,,,,1
,50,"係員呼出",0,16:52:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
10,1,"証明書の交付",3,14:10:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:11:27,14:22:40,,,,,,,0,0,0,3,2,26,,,,,,,,,,,,1
6,8,"保険料の納付",2,09:54:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:54:27,09:58:12,,,,,,,0,0,0,3,1,17,,,,,,,,,,,,1
8,5,"印鑑の登録",3,13:42:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:46:39,13:51:17,,,,,,,0,0,0,1,3,20,,,,,,,,,,,,1
,52,"係員呼出",0,12:45:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
5,1,"証明書の交付",1,14:33:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:36:16,14:38:18,,,,,,,0,0,0,3,3,28,,,,,,,,,,,,1
19,7,"国民年金",4,09:26:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:28:21,09:33:16,,,,,,,0,0,0,4,3,26,,,,,,,,,,,,1
13,2,"住所の変更",2,09:50:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:54:25,09:56:50,,,,,,,0,0,0,1,0,26,,,,,,,,,,,,1
17,1,"証明書の交付",1,12:59:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:05:10,13:07:18,,,,,,,0,0,0,3,2,18,,,,,,,,,,,,1
1,3,"国民健康保険",2,09:59:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:02:31,10:05:40,,,,,,,0,0,0,3,3,23,,,,,,,,,,,,1
20,2,"住所の変更",3,12:10:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:12:40,12:16:50,,,,,,,0,0,0,4,1,21,,,,,,,,,,,,1
15,1,"証明書の交付",1,10:21:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:22:01,10:24:46,,,,,,,0,0,0,4,2,28,,,,,,,,,,,,1
,60,"来店カウント",0,13:58:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
16,1,"証明書の交付",3,10:05:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:05:48,10:08:39,,,,,,,0,0,0,1,3,24,,,,,,,,,,,,1
4,5,"印鑑の登録",1,13:49:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:51:34,13:53:37,,,,,,,0,0,0,2,2,21,,,,,,,,,,,,1
14,8,"保険料の納付",2,10:03:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:05:09,10:10:15,,,,,,,0,0,0,3,3,18,,,,,,,,,,,,1
3,3,"国民健康保険",3,08:44:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:44:14,08:48:43,,,,,,,0,0,0,3,0,24,,,,,,,,,,,,1
12,1,"証明書の交付",3,15:37:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:41:02,15:47:00,,,,,,,0,0,0,4,2,18,,,,,,,,,,,,1
21,2,"住所の変更",2,09:45:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:45:37,09:49:07,,,,,,,0,0,0,1,2,25,,,,,,,,,,,,1
22,2,"住所の変更",1,13:38:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:42:48,13:45:21,,,,,,,0,0,0,4,0,24,,,,,,,,,,,,1
,51,"係員呼出",0,13:54:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
11,4,"マイナンバーカード",4,08:37:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:42:45,08:47:42,,,,,,,0,0,0,1,0,21,,,,,,,,,,,,1
18,8,"保険料の納付",1,15:39:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:44:20,15:46:18,,,,,,,0,0,0,1,0,28,,,,,,,,,,,,1
,60,"来店カウント",0,11:03:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
2,1,"証明書の交付",2,08:17:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:22:45,08:31:46,,,,,,,0,0,0,2,3,25,,,,,,,,,,,,1
9,2,"住所の変更",1,11:40:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:41:24,11:51:27,,,,,,,0,0,0,2,0,27,,,,,,,,,,,,1
