,60,"来店カウント",0,08:30:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
,51,"係員呼出",0,09:59:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
1,5,"印鑑の登録",4,08:06:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:07:03,08:12:00,,,,,,,0,0,0,2,2,17,,,,,,,,,,,,1
15,4,"マイナンバーカード",1,13:25:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:25:23,13:31:48,,,,,,,0,0,0,3,0,17,,,,,,,,,,,,1
,60,"来店カウント",0,09:45:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
14,2,"住所の変更",2,08:54:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:56:40,08:59:02,,,,,,,0,0,0,3,0,27,,,,,,,,,,,,1
10,4,"マイナンバーカード",4,08:34:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:40:06,08:44:32,,,,,,,0,0,0,2,2,28,,,,,,,,,,,,1
19,4,"マイナンバーカード",1,13:29:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:32:52,13:36:50,,,,,,,0,0,0,4,0,28,,,,,,,,,,,,1
23,1,"証明書の交付",2,08:19:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:23:00,08:27:51,,,,,,,0,0,0,4,0,19,,,,,,,,,,,,1
11,3,"国民健康保険",2,13:19:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:24:43,13:27:20,,,,,,,0,0,0,2,2,22,,,,,,,,,,,,1
9,1,"証明書の交付",1,08:08:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:10:05,08:21:03,,,,,,,0,0,0,4,0,23,,,,,,,,,,,,1
7,2,"住所の変更",3,08:34:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:38:27,08:41:55,,,,,,,0,0,0,1,0,24,,,,,,,,,,,,1
24,1,"証明書の交付",4,09:53:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:54:08,09:56:43,,,,,,,0,0,0,2,2,19,,,,,,,,,,,,1
8,4,"マイナンバーカード",2,13:09:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:14:39,13:16:32,,,,,,,0,0,0,4,2,21,,,,,,,,,,,,1
,50,"係員呼出",0,09:35:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
5,7,"国民年金",4,12:45:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47:02,12:50:38,,,,,,,0,0,0,3,3,28,,,,,,,,,,,,1
22,2,"住所の変更",4,09:53:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:54:42,09:54:42,09:54:42,,,,,,4,0,0,3,0,,,,,,,,,,,,,0
6,4,"マイナンバーカード",2,09:14:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:17:44,09:22:23,,,,,,,0,0,0,1,2,21,,,,,,,,,,,,1
2,2,"住所の変更",1,08:45:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:47:51,08:49:52,,,,,,,0,0,0,2,3,19,,,,,,,,,,,,1
12,3,"国民健康保険",3,12:43:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45:15,12:53:25,,,,,,,0,0,0,1,2,18,,,,,,,,,,,,1
4,4,"マイナンバーカード",2,13:04:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:05:00,13:09:40,,,,,,,0,0,0,1,3,19,,,,,,,,,,,,1
,52,"係員呼出",0,13:35:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
20,1,"証明書の交付",1,13:03:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:04:52,13:09:03,,,,,,,0,0,0,1,0,23,,,,,,,,,,,,1
21,4,"マイナンバーカード",4,08:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:10:08,08:16:49,,,,,,,0,0,0,1,3,23,,,,,,,,,,,,1
18,1,"証明書の交付",1,12:52:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:53:36,12:56:46,,,,,,,0,0,0,1,1,16,,,,,,,,,,,,1
3,5,"印鑑の登録",2,09:21:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:23:58,09:28:57,,,,,,,0,0,0,2,1,28,,,,,,,,,,,,1
17,1,"証明書の交付",4,10:02:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:08:02,10:17:26,,,,,,,0,0,0,1,3,21,,,,,,,,,,,,1
16,1,"証明書の交付",4,13:45:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:47:16,13:51:05,,,,,,,0,0,0,4,1,21,,,,,,,,,,,,1
13,6,"戸籍の届出・車臨番",1,14:29:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:33:34,14:37:47,,,,,,,0,0,0,4,1,20,,,,,,,,,,,,1
