20,1,"証明書の交付",2,13:37:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:43:30,13:47:29,,,,,,,0,0,0,1,3,28,,,,,,,,,,,,1
9,2,"住所の変更",4,14:02:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:04:46,14:11:48,,,,,,,0,0,0,2,0,20,,,,,,,,,,,,1
16,1,"証明書の交付",2,13:09:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:11:36,13:18:00,,,,,,,0,0,0,4,1,26,,,,,,,,,,,,1
,60,"来店カウント",0,13:59:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
4,2,"住所の変更",1,16:31:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:32:34,16:36:10,,,,,,,0,0,0,3,3,19,,,,,,,,,,,,1
6,1,"証明書の交付",2,11:09:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:11:25,11:11:25,11:11:25,,,,,,4,0,0,1,0,,,,,,,,,,,,,0
19,8,"保険料の納付",1,12:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:18:48,12:22:20,,,,,,,0,0,0,2,2,24,,,,,,,,,,,,1
,52,"係員呼出",0,10:06:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
5,1,"証明書の交付",1,14:01:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:02:01,14:09:43,,,,,,,0,0,0,4,2,16,,,,,,,,,,,,1
,51,"係員呼出",0,14:02:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
17,3,"国民健康保険",4,13:31:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:33:18,13:35:14,,,,,,,0,0,0,3,3,26,,,,,,,,,,,,1
22,1,"証明書の交付",1,14:02:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:05:16,14:08:34,,,,,,,0,0,0,3,3,28,,,,,,,,,,,,1
1,2,"住所の変更",2,09:59:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:01:22,10:03:51,,,,,,,0,0,0,4,0,26,,,,,,,,,,,,1
25,2,"住所の変更",1,09:24:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:27:41,09:31:00,,,,,,,0,0,0,4,0,18,,,,,,,,,,,,1
12,4,"マイナンバーカード",2,10:13:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:13:41,10:19:13,,,,,,,0,0,0,3,3,18,,,,,,,,,,,,1
23,1,"証明書の交付",2,09:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:50:53,10:01:39,,,,,,,0,0,0,2,2,21,,,,,,,,,,,,1
8,3,"国民健康保険",2,12:08:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:08:28,12:11:24,,,,,,,0,0,0,2,1,22,,,,,,,,,,,,1
11,6,"戸籍の届出・車臨番",4,10:04:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:08:16,10:16:58,,,,,,,0,0,0,3,2,16,,,,,,,,,,,,1
,60,"来店カウント",0,15:39:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
10,4,"マイナンバーカード",1,09:27:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30:32,09:35:11,,,,,,,0,0,0,2,1,17,,,,,,,,,,,,1
18,2,"住所の変更",1,08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:01:28,08:04:09,,,,,,,0,0,0,1,1,26,,,,,,,,,,,,1
7,1,"証明書の交付",1,14:16:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:16:40,14:26:08,,,,,,,0,0,0,1,3,21,,,,,,,,,,,,1
13,6,"戸籍の届出・車臨番",3,09:17:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20:18,09:20:18,09:20:18,,,,,,4,0,0,2,0,,,,,,,,,,,,,0
2,4,"マイナンバーカード",4,08:10:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:13:39,08:15:17,,,,,,,0,0,0,1,3,16,,,,,,,,,,,,1
14,2,"住所の変更",4,08:16:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:19:39,08:23:37,,,,,,,0,0,0,1,1,24,,,,,,,,,,,,1
24,1,"証明書の交付",1,12:20:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:20:58,12:24:37,,,,,,,0,0,0,3,0,17,,,,,,,,,,,,1
21,1,"証明書の交付",4,12:48:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:48:57,12:52:50,,,,,,,0,0,0,3,0,19,,,,,,,,,,,,1
15,4,"マイナンバーカード",3,08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04:16,08:10:08,,,,,,,0,0,0,4,1,20,,,,,,,,,,,,1
,52,"係員呼出",0,17:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
3,1,"証明書の交付",3,15:03:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:05:20,15:11:41,,,,,,,0,0,0,3,0,24,,,,,,,,,,,,1
