,60,"来店カウント",0,08:28:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
6,1,"証明書の交付",2,09:12:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:15:57,09:20:45,,,,,,,0,0,0,2,3,27,,,,,,,,,,,,1
1,1,"証明書の交付",3,08:23:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:24:00,08:27:05,,,,,,,0,0,0,4,1,18,,,,,,,,,,,,1
24,1,"証明書の交付",2,09:54:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:57:16,09:59:04,,,,,,,0,0,0,2,2,18,,,,,,,,,,,,1
4,2,"住所の変更",3,15:33:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:34:05,18:58:56,,,,,,,0,0,0,3,3,21,,,,,,,,,,,,1
16,1,"証明書の交付",2,14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:33:59,14:38:57,,,,,,,0,0,0,3,1,28,,,,,,,,,,,,1
13,1,"証明書の交付",1,17:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:19:17,17:24:00,,,,,,,0,0,0,1,1,23,,,,,,,,,,,,1
11,8,"保険料の納付",2,08:29:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:32:42,08:44:38,,,,,,,0,0,0,3,0,27,,,,,,,,,,,,1
19,1,"証明書の交付",2,09:00:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:07:01,09:11:49,,,,,,,0,0,0,3,3,21,,,,,,,,,,,,1
12,1,"証明書の交付",4,12:17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:20:28,12:25:40,,,,,,,0,0,0,2,1,21,,,,,,,,,,,,1
15,4,"マイナンバーカード",1,10:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:36:24,10:40:02,,,,,,,0,0,0,2,2,23,,,,,,,,,,,,1
25,8,"保険料の納付",3,09:02:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:04:59,09:07:15,,,,,,,0,0,0,3,0,20,,,,,,,,,,,,1
17,5,"印鑑の登録",3,08:06:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:07:05,08:12:15,,,,,,,0,0,0,1,3,22,,,,,,,,,,,,1
26,6,"戸籍の届出・車臨番",4,10:16:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:17:54,10:23:52,,,,,,,0,0,0,4,2,28,,,,,,,,,,,,1
9,1,"証明書の交付",2,14:07:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:09:17,14:19:55,,,,,,,0,0,0,1,2,17,,,,,,,,,,,,1
,52,"係員呼出",0,09:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
,50,"係員呼出",0,13:47:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
8,1,"証明書の交付",2,12:39:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:40:24,12:41:27,,,,,,,0,0,0,2,2,28,,,,,,,,,,,,1
20,4,"マイナンバーカード",4,14:27:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:32:27,14:48:12,,,,,,,0,0,0,1,1,26,,,,,,,,,,,,1
18,2,"住所の変更",1,14:07:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:11:21,14:21:24,,,,,,,0,0,0,2,0,19,,,,,,,,,,,,1
10,4,"マイナンバーカード",4,17:17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:20:26,,,,,,,,0,0,0,3,3,22,,,,,,,,,,,,0
22,1,"証明書の交付",1,09:01:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:01:32,09:04:32,,,,,,,0,0,0,1,0,18,,,,,,,,,,,,1
14,1,"証明書の交付",4,08:58:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:02:22,09:07:02,,,,,,,0,0,0,3,3,26,,,,,,,,,,,,1
7,7,"国民年金",2,11:57:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:58:14,12:00:46,,,,,,,0,0,0,1,0,18,,,,,,,,,,,,1
5,1,"証明書の交付",2,08:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:44:34,08:52:24,,,,,,,0,0,0,2,3,25,,,,,,,,,,,,1
,52,"係員呼出",0,08:38:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
21,1,"証明書の交付",1,12:41:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45:46,12:51:04,,,,,,,0,0,0,3,3,27,,,,,,,,,,,,1
3,8,"保険料の納付",1,08:30:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:32:27,08:38:16,,,,,,,0,0,0,1,2,21,,,,,,,,,,,,1
,60,"来店カウント",0,08:39:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
23,2,"住所の変更",2,10:11:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:14:14,10:16:59,,,,,,,0,0,0,1,2,19,,,,,,,,,,,,1
2,7,"国民年金",3,13:48:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:49:45,13:54:41,,,,,,,0,0,0,4,2,20,,,,,,,,,,,,1
