,51,"係員呼出",0,11:32:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
7,6,"戸籍の届出・車臨番",3,14:04:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:07:18,14:08:43,,,,,,,0,0,0,4,1,23,,,,,,,,,,,,1
11,5,"印鑑の登録",3,08:52:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:54:39,09:00:54,,,,,,,0,0,0,4,3,23,,,,,,,,,,,,1
,50,"係員呼出",0,08:40:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
6,5,"印鑑の登録",4,08:42:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:42:48,08:48:49,,,,,,,0,0,0,2,2,22,,,,,,,,,,,,1
22,5,"印鑑の登録",3,09:54:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:56:05,10:07:58,,,,,,,0,0,0,2,0,21,,,,,,,,,,,,1
17,1,"証明書の交付",2,12:31:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:35:25,12:42:24,,,,,,,0,0,0,3,1,16,,,,,,,,,,,,1
13,1,"証明書の交付",2,13:31:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:34:37,13:39:02,,,,,,,0,0,0,1,0,26,,,,,,,,,,,,1
20,1,"証明書の交付",2,10:32:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:32:25,10:34:59,,,,,,,0,0,0,2,3,21,,,,,,,,,,,,1
21,3,"国民健康保険",4,10:03:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:07:01,10:12:57,,,,,,,0,0,0,3,1,28,,,,,,,,,,,,1
14,2,"住所の変更",2,08:47:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:50:04,08:54:50,,,,,,,0,0,0,2,2,20,,,,,,,,,,,,1
1,3,"国民健康保険",4,13:45:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:45:51,13:54:05,,,,,,,0,0,0,3,3,23,,,,,,,,,,,,1
2,4,"マイナンバーカード",2,14:34:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:36:19,14:45:16,,,,,,,0,0,0,1,3,25,,,,,,,,,,,,1
5,8,"保険料の納付",2,14:37:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:39:35,14:44:14,,,,,,,0,0,0,1,1,20,,,,,,,,,,,,1
16,5,"印鑑の登録",4,12:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:40:33,12:51:27,,,,,,,0,0,0,4,0,19,,,,,,,,,,,,1
15,1,"証明書の交付",2,13:46:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:47:50,13:56:25,,,,,,,0,0,0,2,1,16,,,,,,,,,,,,1
4,1,"証明書の交付",1,08:56:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:58:58,09:01:11,,,,,,,0,0,0,4,2,18,,,,,,,,,,,,1
,60,"来店カウント",0,09:28:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
,50,"係員呼出",0,08:55:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
10,1,"証明書の交付",3,11:48:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:50:06,11:53:08,,,,,,,0,0,0,4,3,25,,,,,,,,,,,,1
12,6,"戸籍の届出・車臨番",3,10:14:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:18:09,10:21:45,,,,,,,0,0,0,4,3,16,,,,,,,,,,,,1
9,2,"住所の変更",3,12:55:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:57:04,13:12:32,,,,,,,0,0,0,4,2,26,,,,,,,,,,,,1
3,1,"証明書の交付",2,08:33:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:38:09,08:41:32,,,,,,,0,0,0,1,0,28,,,,,,,,,,,,1
,60,"来店カウント",0,13:51:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
8,1,"証明書の交付",2,12:40:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:41:44,12:49:04,,,,,,,0,0,0,4,3,16,,,,,,,,,,,,1
18,1,"証明書の交付",2,10:56:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:58:33,11:03:51,,,,,,,0,0,0,2,3,25,,,,,,,,,,,,1
19,7,"国民年金",2,10:14:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:18:15,10:21:27,,,,,,,0,0,0,4,3,23,,,,,,,,,,,,1
